n_regimes,block_size,smooth_weight,vol_scale,score,std_ratio,ac1_ratio,ac5_ratio,js,wass,ks,vc_ratio,hurst_diff
5,30,0.3,0.8,1.8857883870306695,0.9902870318605291,0.9957020477137709,0.8903066509733621,0.10251075875593452,9.285864367924009e-05,0.03495145631067962,1.9138638409297826,0.013157748721499819
5,30,0.3,0.85,2.024663856060253,1.0521799713518125,0.995702047713773,0.8903066509733918,0.10177278882666352,0.00011380315113370899,0.037432578209277236,1.9138638409297717,0.013156260534166386
5,48,0.3,0.8,2.0699651035195954,0.9924486855801071,0.9982610584951713,1.3111823590930256,0.10322290616678816,8.967620095310371e-05,0.032793959007551235,1.8503222031682545,0.008749281020330058
3,30,0.3,1.0,2.074609891386736,1.0730598408097782,0.46816848741300665,1.1120600442401094,0.11970914637038806,0.0001883534976681804,0.06030204962243797,1.0973442618558895,0.04188189672105604
5,30,0.3,0.75,2.0849741310675594,0.928394092369247,0.9957020477137679,0.890306650973306,0.10367601714205962,0.00010355512747717611,0.040776699029126215,1.9138638409297801,0.013159210808145838
3,30,0.3,0.85,2.094167967805656,0.9121008646883112,0.4681684874130127,1.1120600442401543,0.1178634842655725,0.00016322549029499788,0.05156418554476807,1.0973442618558829,0.041898589164573743
5,60,0.3,0.8,2.111757333526086,0.9884938311198935,1.0114166633191262,1.3153350266234354,0.10292134902079612,8.730547841181746e-05,0.0325782092772384,1.8554245233686129,0.008096264367351225
5,48,0.3,0.85,2.226300845221557,1.0544767284288639,0.9982610584951679,1.3111823590930245,0.10604419829878291,0.0001071499312250255,0.03398058252427184,1.8503222031682576,0.008745994399513823
5,60,0.3,0.85,2.241795085947445,1.0502746955648867,1.0114166633191233,1.3153350266234232,0.10504236400934283,0.0001034799648378365,0.03398058252427184,1.855424523368622,0.008096527332297331
5,48,0.3,0.75,2.2665229131151086,0.9304206427313504,0.9982610584951758,1.311182359093032,0.10443633281961077,9.842149905386277e-05,0.03646170442286947,1.8503222031683024,0.008752497659243663
3,30,0.3,0.8,2.2816075758065946,0.8584478726478233,0.4681684874130063,1.112060044240107,0.12197090149892431,0.00018053287544615276,0.06116504854368933,1.0973442618559208,0.04190421008371057
5,60,0.3,0.75,2.308596592202466,0.9267129666748998,1.0114166633191306,1.3153350266234107,0.1042541847821284,9.784934777086405e-05,0.036138079827400214,1.8554245233686602,0.008095858661854227
5,30,0.3,0.7,2.317134709898104,0.8665011528779637,0.995702047713768,0.8903066509733415,0.10947259540944834,0.0001504569666260183,0.05221143473570659,1.9138638409297513,0.01316068507865209
4,30,0.3,0.8,2.463009484720611,0.9981098351593731,0.9777228348824952,0.5410977918901667,0.10606034703328357,0.0001155570646088441,0.039050701186623515,1.9268900798549466,0.01257315022946932
4,48,0.3,0.8,2.4901135790758127,1.0217103468959046,1.0035913936410106,0.5428478162530441,0.10632096302922223,0.00011978158965260808,0.039266450916936355,1.9289327945122074,0.013436555957823938
4,60,0.3,0.8,2.4901135790758127,1.0217103468959046,1.0035913936410106,0.5428478162530441,0.10632096302922223,0.00011978158965260808,0.039266450916936355,1.9289327945122074,0.013436555957823938
5,48,0.3,0.7,2.497300804421515,0.8683925998825928,0.9982610584951767,1.3111823590930234,0.11067970258954067,0.00014081627428817392,0.04746494066882416,1.8503222031683066,0.008755697337829238
3,30,0.3,0.75,2.4999090278269027,0.8047948806073351,0.46816848741300215,1.112060044240136,0.13753603889103566,0.00021373291338279491,0.07076591154261055,1.0973442618558533,0.041909869657424534
5,60,0.3,0.7,2.5412365124279708,0.8649321022299056,1.0114166633191322,1.315335026623416,0.11091778169801711,0.0001433534267441461,0.04735706580366774,1.8554245233686593,0.008095412459767571
4,48,0.3,0.75,2.5622355011720153,0.9578534502149099,1.0035913936410026,0.542847816253118,0.1088348133058489,0.0001238232442642422,0.043042071197411,1.9289327945121968,0.013431138602445714
4,60,0.3,0.75,2.5622355011720153,0.9578534502149099,1.0035913936410026,0.542847816253118,0.1088348133058489,0.0001238232442642422,0.043042071197411,1.9289327945121968,0.013431138602445714
3,60,0.3,0.85,2.617886795947205,0.9351072511704442,0.5070537155739381,0.5402747306361375,0.12179930706013523,0.00013845306819730224,0.043581445523193096,1.209031510968455,0.03888710818291112
5,24,0.3,0.8,2.6184943305378057,1.0316958718517948,1.0512678617685167,1.3331848288712658,0.09962536774657225,9.96698638878669e-05,0.033117583603020494,2.070613692586236,0.016484979109518384
3,48,0.3,0.8,2.6199767352529397,1.0029784976498175,0.6299542741167465,0.8261469329936201,0.1106063997515514,0.00012452925534203865,0.04099244875943905,1.802110407764022,0.04126735122390808
5,24,0.3,0.75,2.63043664411762,0.9672148798610586,1.0512678617685134,1.333184828871276,0.10365236025946137,9.570692613341447e-05,0.03570658036677454,2.070613692586215,0.016491507012564122
4,30,0.3,0.85,2.6409748127080173,1.060491699856835,0.9777228348824851,0.5410977918902222,0.10307430550448349,0.00013055709525019538,0.03969795037756203,1.9268900798549367,0.012565920971891931
4,30,0.3,0.75,2.6703112972435914,0.9357279704619129,0.9777228348824825,0.5410977918901863,0.10908386023123773,0.00012648663489085602,0.047680690399137,1.9268900798549466,0.012580359070057123
4,48,0.3,0.85,2.689237968133912,1.085567243576898,1.0035913936410064,0.5428478162530913,0.10438371809925266,0.00013959577503165103,0.040776699029126215,1.928932794512199,0.013441979994543284
4,60,0.3,0.85,2.689237968133912,1.085567243576898,1.0035913936410064,0.5428478162530913,0.10438371809925266,0.00013959577503165103,0.040776699029126215,1.928932794512199,0.013441979994543284
5,15,0.3,0.75,2.6953450801348153,1.0132475706402038,1.0925242886218487,1.1832683969246376,0.1101047797679223,0.00012463371706697158,0.037648327939590075,2.234362043524564,0.011966692143891965
3,30,0.3,0.7,2.72442894869854,0.7511418885668444,0.46816848741300976,1.1120600442400737,0.15142749411427986,0.00026110226375062267,0.08284789644012945,1.0973442618558917,0.04191555676857217
5,30,0.3,1.0,2.7294888658700205,1.237858789825662,0.99570204771377,0.8903066509733716,0.1266019940765461,0.00025636415852867925,0.06429341963322546,1.9138638409297761,0.013150659917654984
3,60,0.3,1.0,2.7486618622862395,1.100126177847582,0.5070537155739336,0.5402747306360942,0.11785804868842331,0.0001777911787868395,0.056850053937432574,1.2090315109684369,0.0388969243425741
4,48,0.3,0.7,2.7948473507576934,0.8939965535339166,1.0035913936410004,0.542847816253133,0.11680748305376776,0.00015440314231021093,0.05285868392664509,1.928932794512202,0.013425767749776728
4,60,0.3,0.7,2.7948473507576934,0.8939965535339166,1.0035913936410004,0.542847816253133,0.11680748305376776,0.00015440314231021093,0.05285868392664509,1.928932794512202,0.013425767749776728
3,48,0.3,0.85,2.8023424294748316,1.0656646537529313,0.6299542741167454,0.8261469329936183,0.10658638092055697,0.0001367688224443631,0.0372168284789644,1.8021104077640033,0.04126890137584547
3,60,0.3,0.8,2.808071656197048,0.880100942278065,0.5070537155739443,0.5402747306360471,0.1256260594081028,0.0001566640014791408,0.05199568500539374,1.209031510968458,0.03888346955967283
3,48,0.3,0.75,2.8260389098325023,0.9402923415467044,0.6299542741167433,0.8261469329936307,0.11880441679392531,0.00014364354912275526,0.050916936353829566,1.8021104077640075,0.04126586302373947
4,24,0.3,0.8,2.8350046267888396,1.0184659263855276,0.9995762874753465,0.31346834543425894,0.10740300038307735,0.00011288442756537534,0.03969795037756203,1.9410487145409328,0.013221351998267438
5,24,0.3,0.85,2.8358624705884248,1.0961768638425329,1.0512678617685158,1.3331848288712922,0.10208027684477605,0.0001308230871337046,0.036569579288025886,2.070613692586237,0.016478348396535215
5,15,0.3,0.7,2.846677683041433,0.9456977325975224,1.0925242886218534,1.1832683969246494,0.11635125531535465,0.00014004252847360868,0.04563106796116505,2.23436204352453,0.01196090004392274
5,24,0.3,0.7,2.8555768827308596,0.9027338878703214,1.051267861768513,1.3331848288712211,0.10558656046808408,0.00013019513601868432,0.04627831715210356,2.0706136925862384,0.016498017260497287
3,24,0.3,0.85,2.8685530837396027,0.9846179190940813,0.7224024370133939,0.4051129412597126,0.10715389855682882,0.0001359625397198844,0.043042071197411005,1.644681461040464,0.04126389860324804
5,15,0.3,0.8,2.8998836861127755,1.0807974086828835,1.092524288621846,1.1832683969246824,0.10772129012264679,0.00013554870093321277,0.038834951456310676,2.2343620435245355,0.011972669989197594
4,30,0.3,0.7,2.903147387908801,0.8733461057644512,0.9777228348824964,0.5410977918901944,0.11735577276647591,0.00016317643465254902,0.05846817691477886,1.9268900798549384,0.012587501623012897
