DATE_TIME,log_return,stl_trend,stl_seasonal,stl_resid,wav_approx_L2,wav_detail_L1,wav_detail_L2,mtm_band_0,mtm_band_1,mtm_band_2,mtm_band_3,ADX,ATR,BC-BO,BH-BL,BH-BO,BO-BL,CCI,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8,DI+,DI-,EMA,HIGH,LOW,MACD,MACD_Histogram,MACD_Signal,Momentum,OPEN,ROC,RSI,S&P500_Close,Stochastic_%D,Stochastic_%K,WilliamsR,vix_close
2025-05-28 04:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4418256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5792586,-0.02935144,-1.4732047,0.27266982,0.27706856,5.1555786,10.886287,1.1429286,18.292912,0.2774359,inf,1.0685318,0.6501576,3.200593,0.44624907,1.3376638,0.09381374
2025-05-28 05:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4423218,0.0,0.0,0.0,0.0,0.7572963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8369714,-0.02935144,-1.2367691,0.80455875,0.8002995,7.881575,14.296289,2.6615915,13.95317,0.80285794,inf,0.82986814,0.6501576,8.310904,0.7172166,0.8077657,0.09381374
2025-05-28 06:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4413497,0.0,0.0,0.0,0.0,0.6517581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7686285,0.32736748,-1.0377066,0.373644,0.36827803,9.848017,15.49611,4.3124576,13.678183,0.37397274,inf,0.8171439,0.6501576,15.306066,0.98266274,0.7913057,0.09381374
2025-05-28 07:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.440439,0.0,0.0,0.0,0.0,0.6178952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7009684,0.35094932,-0.8367302,0.32963964,0.32507747,11.663218,16.15168,6.035558,15.0161295,0.33142087,inf,0.83429146,0.6501576,18.004341,0.82625026,0.8713916,0.09381374
2025-05-28 08:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.439562,0.0,0.0,0.0,0.0,0.5994394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8107255,0.3366475,-0.6846367,0.53807825,0.53441286,12.652274,15.013982,7.6333013,13.977669,0.5381164,inf,0.7849266,0.6501576,18.782047,0.8267422,0.8092322,0.09381374
2025-05-28 09:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4423997,0.0,0.0,0.0,0.0,0.588831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5943058,0.2746695,-0.54061514,0.66581243,0.65886295,13.448913,13.716688,9.0880995,14.551641,0.6597682,inf,0.79374903,0.6501576,17.79944,0.8442806,0.84358865,0.09381374
2025-05-28 10:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4419925,0.0,0.0,0.0,0.0,0.5775558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5012407,0.36991853,-0.36409223,0.513508,0.5190696,14.6225605,13.437373,10.512122,16.9827,0.519594,inf,0.8278941,0.6501576,18.207855,0.88376814,0.9891054,0.09381374
2025-05-28 11:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4427466,0.0,0.0,0.0,0.0,0.55022705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4080524,0.33114251,-0.35775173,0.58888674,0.5715475,13.382227,8.35713,11.376373,10.087597,0.573296,inf,0.57786566,0.6501576,18.058144,0.805658,0.5763828,0.09381374
2025-05-28 12:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4535823,0.0,0.0,0.0,0.0,0.5554499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98794943,0.21017872,-0.30805895,0.70897144,0.6998074,12.858688,5.735088,11.951713,12.165716,0.7026072,inf,0.61808956,0.6501576,17.443718,0.7577503,0.7007735,0.09381374
2025-05-28 13:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4569426,0.0,0.0,0.0,0.0,0.5504444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380613,0.2784276,-0.20678633,0.5017758,0.49910215,13.093103,5.1624103,12.46395,14.902462,0.501335,inf,0.6650053,0.6501576,16.252308,0.7159804,0.86458784,0.09381374
2025-05-28 14:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4542065,0.0,0.0,0.0,0.0,0.52726245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83299184,0.31115797,-0.19258931,0.4459202,0.43651134,12.127551,2.2900019,12.65969,11.443173,0.44083068,inf,0.57238436,0.6501576,15.808808,0.74319947,0.65752405,0.09381374
