label,mean_ratio,std_ratio,skew_real,skew_synth,skew_diff,kurt_real,kurt_synth,kurt_diff,ks_statistic,ks_pvalue,js_divergence,wasserstein,ac_lag1_real,ac_lag1_synth,ac_lag1_ratio,ac_lag5_ratio,ac_lag10_ratio,ac_lag24_ratio,spectral_distance,vol_cluster_real,vol_cluster_synth,vol_cluster_ratio,leverage_real,leverage_synth,hurst_real,hurst_synth,hurst_diff,max_dd_real,max_dd_synth,price_range_ratio,generator,seed,target
HMM+GARCH_K4,0.16939445341360632,1.4107726855132148,-0.2441211998117614,0.04081305783049,0.2849342576422514,6.936976914032685,3.5254831596766785,3.411493754356006,0.1262135922330097,2.778425449450256e-13,0.20967723791845816,0.0005729431096501825,0.2544908492668729,0.26048435398529013,1.0235509635638496,-0.2095430063450287,3.0490395145108793,-0.14378958078360857,0.0007908627547888468,0.11202311744456873,0.0941893622920991,0.8408029024786412,-0.06453698951890209,0.01513250478575199,0.6572941602350821,0.6691732922854334,0.011879132050351293,-0.10495791527757815,-0.12068887874889231,1.2595800613764407,HMM+GARCH_K4,0,d5
HMM+GARCH_K4,-3.1048447084621866,1.5435205254235909,-0.2441211998117614,-0.017416532138308544,0.22670466767345285,6.936976914032685,4.345299435217198,2.5916774788154866,0.13160733549083065,2.0803477755602945e-14,0.2126869547138019,0.0006616368627978325,0.2544908492668729,0.26547460915189935,1.0431597439226914,-0.7638380330072742,4.867908239949753,-0.323675553783154,0.0008275006375617397,0.11202311744456873,0.23928860321150128,2.1360644898130605,-0.06453698951890209,0.022694875634510364,0.6572941602350821,0.6461263188677189,0.011167841367363263,-0.10495791527757815,-0.057096096120191744,1.6228950893911027,HMM+GARCH_K4,1,d5
HMM+GARCH_K4,-0.7338193091991114,1.135573964465455,-0.2441211998117614,-0.09619552082162093,0.14792567899014047,6.936976914032685,3.6509373560591127,3.286039557973572,0.08576051779935275,2.362360501734475e-06,0.15059188180878455,0.00026263584082067263,0.2544908492668729,0.26621157679883894,1.0460555951843875,0.5012832834675448,5.069795538072516,0.8974088829672816,0.000785686795080079,0.11202311744456873,0.13866504348760267,1.2378252511694017,-0.06453698951890209,-0.027878395053496242,0.6572941602350821,0.6651275175060962,0.007833357271014085,-0.10495791527757815,-0.07559605703366565,1.1097788794504848,HMM+GARCH_K4,2,d5
HMM+GARCH_K4,3.100389987074803,1.4917549083973047,-0.2441211998117614,-0.2616403629994419,0.017519163187680487,6.936976914032685,5.5352319155938146,1.4017449984388701,0.10194174757281553,8.340596385350448e-09,0.1914617101502237,0.0005592174069116526,0.2544908492668729,0.25153967131677485,0.9884035989561131,0.33433212178814053,-0.16518484368865238,-0.9288546551573351,0.0007801724152712927,0.11202311744456873,0.23664072018162158,2.112427555845481,-0.06453698951890209,-0.10135025335916488,0.6572941602350821,0.6586191140536118,0.001324953818529706,-0.10495791527757815,-0.22105025319064525,2.1716456229199594,HMM+GARCH_K4,3,d5
HMM+GARCH_K4,0.5797127568630879,1.6177555712436746,-0.2441211998117614,-0.291557923561445,0.04743672374968361,6.936976914032685,4.740681800304754,2.1962951137279303,0.12513484358144553,4.604874801503085e-13,0.21909275762184355,0.0007144316215855561,0.2544908492668729,0.24564016785881201,0.9652220052958386,-1.025788798015729,-3.945499732786581,-0.7832702893236193,0.0007996891691794941,0.11202311744456873,0.2410150718476315,2.151476207282756,-0.06453698951890209,-0.038142390161735026,0.6572941602350821,0.6425648719494634,0.014729288285618702,-0.10495791527757815,-0.15981493123887777,1.6384999328336016,HMM+GARCH_K4,4,d5
HMM+GARCH_K4,0.42175476332446854,1.5493186952584923,-0.2441211998117614,-0.027061948723090066,0.21705925108867133,6.936976914032685,3.551179182156914,3.385797731875771,0.13700107874865156,1.3957607359272463e-15,0.2274350122848839,0.0007192460121133821,0.2544908492668729,0.2785175264880839,1.0944107707229007,1.2838415532331056,-3.7630534926361876,0.6104851612729623,0.000812809127628541,0.11202311744456873,0.1651400940964648,1.474160850577823,-0.06453698951890209,0.004659335168633334,0.6572941602350821,0.6630096173272924,0.005715457092210219,-0.10495791527757815,-0.1663781102053886,1.5862978812426347,HMM+GARCH_K4,5,d5
HMM+GARCH_K4,-1.331846234762766,1.4521242529628209,-0.2441211998117614,0.0029685337023559214,0.2470897335141173,6.936976914032685,4.243609569720652,2.6933673443120325,0.13754045307443366,1.058898614264388e-15,0.20938533840033294,0.0006052314365624084,0.2544908492668729,0.25498883775026915,1.0019568031024724,-0.25786581456978264,2.356524853088391,0.17744750198748918,0.0008175175589102607,0.11202311744456873,0.12469190084131312,1.1130907948800224,-0.06453698951890209,0.011934941704611977,0.6572941602350821,0.6393331492020411,0.01796101103304104,-0.10495791527757815,-0.10973338095378013,1.6636789686656757,HMM+GARCH_K4,6,d5
HMM+GARCH_K4,-0.46455651730154607,1.2444112009275516,-0.2441211998117614,-0.033646626020288777,0.2104745737914726,6.936976914032685,3.6223801117750134,3.3145968022576713,0.09439050701186623,1.313587134721407e-07,0.16199511278688283,0.00036652843498633333,0.2544908492668729,0.27841382424811684,1.0940032816510312,0.10861117568885721,-0.032652504145736116,0.9362921130274033,0.000791560676314218,0.11202311744456873,0.16940952495741612,1.5122729024323334,-0.06453698951890209,-0.012998267179925568,0.6572941602350821,0.6753378201594711,0.018043659924388944,-0.10495791527757815,-0.07239065349363501,0.8905087158429921,HMM+GARCH_K4,7,d5
HMM+GARCH_K4,5.776886958686195,2.056027421763122,-0.2441211998117614,-0.09965588144079472,0.14446531837096666,6.936976914032685,4.3789956686052385,2.557981245427446,0.17475728155339806,3.896728583137588e-25,0.2936567147369739,0.0012122768831393893,0.2544908492668729,0.2635411116959408,1.035562231235974,0.6270088476468579,-3.4115329164925057,0.3551812838719027,0.0007681694347305612,0.11202311744456873,0.21982698947626209,1.962335940035206,-0.06453698951890209,0.000729060294756392,0.6572941602350821,0.6538061862781218,0.003487973956960322,-0.10495791527757815,-0.2969687190521928,2.9497670341078432,HMM+GARCH_K4,8,d5
HMM+GARCH_K4,-2.9765073609824775,1.288012809019469,-0.2441211998117614,0.0034506080733472835,0.24757180788510869,6.936976914032685,6.093746944762413,0.843229969270272,0.09600862998921252,7.408067598476946e-08,0.15071337904318946,0.00034834969283276427,0.2544908492668729,0.15350561902550192,0.603187185188445,0.6789644750296385,3.9457079628063103,-1.191591353694696,0.0007743666451492829,0.11202311744456873,0.2096100351548736,1.8711319586208872,-0.06453698951890209,0.001539690251145975,0.6572941602350821,0.6334882091613987,0.02380595107368344,-0.10495791527757815,-0.10591782125158375,2.019595232217255,HMM+GARCH_K4,9,d5
